image,quality_score,quality_score,caption,modifier,similarity_score,similarity_sentence,ImageReward_score,,align_score,prompt
2283.png,42.629,42.629,a dog and a cat standing next to each other,0.1266,0.633,a dog and a cat ,0.516482353,,44.019,Four cats surrounding a dog
2284.png,52.887,52.887,young children sitting on a couch,0.27132,0.6118,young children sitting on a couch ,0.102411814,,46.731,three children on a couch
2285.png,57.265,57.265,three children sitting on a couch,0.358197391,0.8077,three children sitting on a couch ,0.996546507,,64.065,three children on a couch
2286.png,31.433,31.433,young children sitting on top of a bed,0.270778696,0.5323,young children sitting on top of a bed ,-0.336918861,,39.369,three children on a couch
2287.png,56.271,56.271,three young children sitting on a couch,0.40893913,0.7838,three young children sitting on a couch ,1.258008003,,60.283,three children on a couch
2288.png,38.784,38.784,motorcycles are parked on the road,0.164842105,0.6525,motorcycles are ,0.47108078,,45.979,two motorcycles facing each other
2289.png,53.948,53.948,two people riding motorcycles on a road,0.362889474,0.7661,two people riding motorcycles ,1.073072195,,54.282,two motorcycles facing each other
2290.png,60.861,60.861,two motorcycles parked on the side of the road,0.201094737,0.796,two motorcycles ,0.845730662,,51.704,two motorcycles facing each other
2291.png,55.391,55.391,two motorcycles are parked side by side on the street,0.2646,0.8379,two motorcycles are ,0.974342406,,50.992,two motorcycles facing each other
2292.png,48.972,48.972,"a pair of red, white and blue balls on a table",0.512481404,0.7769,"a pair of red, white and blue balls on a table ",0.365571082,,43.774,two red balls on a table
2293.png,53.943,53.943,"two red, white, and blue balls sitting on top of a table",0.793,0.793,"two red, white, and blue balls sitting on top of a table ",1.850973248,,62.123,two red balls on a table
2294.png,37.019,37.019,a red apple and a red apple next to each other,0.027966316,0.4428,a red ,1.220858574,,51.939,two red balls on a table
2295.png,55.653,55.653,a red apple and a green apple sitting on a table,0.23324,0.4522,a red apple and a green apple sitting on a table ,0.526667655,,42.121,two red balls on a table
2296.png,51.186,51.186,a pile of red apples sitting next to each other,0.262518261,0.7188,a pile of red apples ,-0.880393386,,46.443,ten red apples
2297.png,41.364,41.364,a pile of red roses in a field,0.075727826,0.4147,a pile of red ,-2.237626314,,48.589,ten red apples
2298.png,54.168,54.168,a pile of red apples sitting on top of a bench,0.329791304,0.7224,a pile of red apples ,-0.165875882,,51.054,ten red apples
2299.png,55.857,55.857,a pile of red apples sitting on top of each other,0.197874783,0.7224,a pile of red apples ,-0.031189276,,55.3,ten red apples
2300.png,34.854,34.854,two green bananas sitting next to each other on a table,0.04839661,0.4759,two green ,-2.266679049,,40.17,three green peppers
2301.png,61.318,61.318,a pile of sliced up green onions sitting on top of each other,0.107825085,0.4078,a pile of sliced up green ,-1.098219275,,49.887,three green peppers
2302.png,50.794,50.794,a pair of greenish looking greenish looking greenish looking greenish looking,0.072283729,0.3741,a pair of greenish ,-0.919524968,,42.621,three green peppers
2303.png,49.42,49.42,a pile of different types of vegetables on top of each other,0.133016949,0.327,a pile of different types of vegetables ,-1.670051217,,44.286,three green peppers
2304.png,46.681,46.681,two old fashioned wooden boxes sitting next to each other,0.180386786,0.5431,two old fashioned wooden boxes ,0.395732731,,51.245,three small yellow boxes
2305.png,45.24,45.24,a table topped with different types of toys,0.098151429,0.2082,a table topped with different types of toys ,1.761539459,,47.638,three small yellow boxes
2306.png,55.147,55.147,a row of four different colored boxes on a carpet,0.346567143,0.5917,a row of four different colored boxes on ,1.871388793,,57.985,three small yellow boxes
2307.png,62.332,62.332,a red and white box filled with boxes,0.419832143,0.6187,a red and white box filled with boxes ,1.336717844,,51.863,three small yellow boxes
2308.png,53.018,53.018,a piano sitting on top of a wooden floor,0.047512381,0.6236,a piano ,1.196663976,,58.18,two pianos next to each other
2309.png,39.259,39.259,two people sitting on a couch in a room,0.039998095,0.3818,two people ,-0.530127645,,47.304,two pianos next to each other
2310.png,52.007,52.007,a piano sitting on top of a wooden table,0.047512381,0.6236,a piano ,0.888516665,,41.388,two pianos next to each other
2311.png,57.53,57.53,a piano sitting on top of a wooden table,0.047512381,0.6236,a piano ,1.757619619,,65.724,two pianos next to each other
2312.png,47.556,47.556,a row of tennis balls on a tennis court,0.224713846,0.6086,a row of tennis balls on a tennis court ,1.741548777,,46.028,a tennis court with three yellow cones on it
2313.png,51.909,51.909,a row of yellow cones on a tennis court,0.493046154,0.8012,a row of yellow cones on a tennis court ,0.954598248,,44.018,a tennis court with three yellow cones on it
2314.png,41.09,41.09,a blurry picture of a yellow and orange fire hydrant,0.112524923,0.3694,a blurry picture of a yellow and ,-0.266441613,,40.852,a tennis court with three yellow cones on it
2315.png,49.975,49.975,a tennis court with a tennis racket on it,0.137113846,0.7427,a tennis court with ,-0.764419973,,46.915,a tennis court with three yellow cones on it
2316.png,37.628,37.628,a crowd of people walking down a street with a dog,0.19308,0.3218,a crowd of people walking down a street with a dog ,1.445049047,,45.428,Times Square with thousands of dogs running around
2317.png,42.484,42.484,a large group of people walking down a city street,0.05362,0.2681,a large group of ,1.231668472,,48.111,Times Square with thousands of dogs running around
2318.png,34.736,34.736,a crowd of people standing in front of a big screen tv,0.033621176,0.2598,a crowd of ,-0.839706779,,40.843,Times Square with thousands of dogs running around
2319.png,53.415,53.415,a large group of dogs walking down a street,0.134329412,0.519,a large group of dogs ,1.678391099,,54.735,Times Square with thousands of dogs running around
2320.png,55.971,55.971,a zebra standing on top of a grass covered field,0.361450385,0.6393,a zebra standing on top of a grass covered field ,-0.344197869,,46.878,view of a giraffe and a zebra in the middle of a field
2321.png,47.279,47.279,a zebra standing on top of a lush green field,0.341656154,0.6437,a zebra standing on top of a lush green field ,0.673193872,,47.803,view of a giraffe and a zebra in the middle of a field
2322.png,53.649,53.649,a zebra and a giraffe in a field,0.547990385,0.8635,a zebra and a giraffe in a field ,0.807671309,,54.015,view of a giraffe and a zebra in the middle of a field
2323.png,35.608,35.608,three zebras grazing in a grassy field,0.267795,0.5951,three zebras grazing in a grassy field ,-1.579094768,,43.794,view of a giraffe and a zebra in the middle of a field
2324.png,35.095,35.095,a man and a woman looking at something,0.252695455,0.639,a man and a woman looking at ,0.012917629,,49.217,two people facing each other
2325.png,54.807,54.807,a man brushing his teeth with a woman,0.103221818,0.1992,a man brushing his teeth with a woman ,1.043843389,,56.972,two people facing each other
2326.png,47.434,47.434,a person standing next to each other,0.294082727,0.4996,a person standing next to each other ,0.39747563,,45.578,two people facing each other
2327.png,39.59,39.59,a blurry photo of a woman in a black and white photo,0.073892727,0.1748,a blurry photo of a woman in a ,0.303706825,,38.679,two people facing each other
2328.png,57.172,57.172,a delivery truck is parked in a parking lot,0.123861818,0.5677,a delivery truck is ,1.731352329,,52.524,an overhead view of a pickup truck with boxes in its flatbed
2329.png,54.669,54.669,a truck filled with boxes filled with suitcases,0.195028364,0.6876,a truck filled with boxes ,1.562529206,,53.888,an overhead view of a pickup truck with boxes in its flatbed
2330.png,59.443,59.443,a truck loaded with boxes and boxes on top of a dirt road,0.370542545,0.7384,a truck loaded with boxes and boxes on top of ,1.658263922,,55.634,an overhead view of a pickup truck with boxes in its flatbed
2331.png,51.276,51.276,a semi truck is parked on the side of the road,0.072738545,0.5129,a semi truck ,1.134027481,,48.24,an overhead view of a pickup truck with boxes in its flatbed
2332.png,35.815,35.815,a tall tower with a clock on it's side,0.3663972,0.7829,a tall tower with a clock on it's side ,-1.33386898,,38.428,view of a clock tower from above
2333.png,57.006,57.006,a large building with a clock on top of it,0.3469068,0.6723,a large building with a clock on top of it ,0.592364013,,48.746,view of a clock tower from above
2334.png,49.873,49.873,a brick wall with an old fashioned iron fence,0.0513,0.2375,a brick wall with ,-1.480224967,,44.705,view of a clock tower from above
2335.png,56.014,56.014,a very tall clock tower with a clock on it's side,0.63864,0.7983,a very tall clock tower with a clock on it's side ,-0.511209488,,47.415,view of a clock tower from above
2336.png,49.519,49.519,a pile of rocks sitting on top of a hillside,0.13824,0.3072,a pile of rocks sitting on top of a ,-2.258145094,,43.019,a cross-section view of a walnut
2337.png,54.068,54.068,an elephant's head is covered with a green substance,0.1423575,0.3078,an elephant's head is covered with a ,-2.117204905,,52.918,a cross-section view of a walnut
2338.png,39.254,39.254,a red rose sitting on top of a white surface,0.13415625,0.2385,a red rose sitting on top of a white surface ,-2.282286167,,36.961,a cross-section view of a walnut
2339.png,50.691,50.691,a large piece of wood with a plant inside of it,0.1312025,0.4771,a large piece of wood ,-1.410470605,,43.023,a cross-section view of a walnut
2340.png,56.714,56.714,a glass of water sitting on top of a table,0.04476973,0.3451,a glass ,0.389123231,,55.81,a close-up of an old-fashioned cocktail
2341.png,57.814,57.814,a glass of orange juice sitting on top of a table,0.153262703,0.3938,a glass of orange juice ,0.904030323,,56.55,a close-up of an old-fashioned cocktail
2342.png,40.112,40.112,a glass of wine sitting on top of a table,0.105574054,0.4069,a glass of wine ,-0.507175803,,50.786,a close-up of an old-fashioned cocktail
2343.png,64.739,64.739,a glass of orange juice sitting on top of a table,0.153262703,0.3938,a glass of orange juice ,0.933536887,,67.99,a close-up of an old-fashioned cocktail
2344.png,35.047,35.047,a vintage photo of a motorcycle with a clock on it,0.157755,0.4045,a vintage photo of a motorcycle with a ,-1.699363112,,39.999,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
2345.png,47.933,47.933,a statue of a man holding a baseball bat,0.048468,0.3462,a statue of a ,-0.199125394,,43.521,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
2346.png,59.447,59.447,a motorcycle with a helmet on top of it,0.14992,0.3748,a motorcycle with a helmet on top of it ,-0.801197648,,49.859,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
2347.png,53.419,53.419,a man standing in front of a projector screen,0.074269,0.2561,a man standing in front of a ,-0.277157128,,40.435,A robot with a black visor and the number 42 on its chest. It stands proudly in front of an F1 race car. The sun is setting on a cityscape in the background. wide-angle view. comic book illustration.
2348.png,54.789,54.789,a dining room table with a table cloth on it,0.117497143,0.6854,a dining room ,1.472094893,,55.964,an aerial view of a dining room
2349.png,29.16,29.16,a dining room table with a white tablecloth,0.117497143,0.6854,a dining room ,-1.179635048,,40.986,an aerial view of a dining room
2350.png,61.058,61.058,a dining room table with two chairs and a vase of flowers,0.117497143,0.6854,a dining room ,0.953079939,,54.688,an aerial view of a dining room
