image,align_score,prompt,caption,quality_score,similarity_score,similarity_sentence,ImageReward_score,modifier,TOPIQ_score,Unnamed: 10,TOPIQ_score_bare
1868.png,45.669,"a yellow wall with 'Hello, world.' written on it",a sign on a building with graffiti on it,54.358,0.48,a sign on a building with graffiti on it ,-0.954917371,0.288,0.602495313,,0.5198948383331299
1869.png,44.088,"a yellow wall with 'Hello, world.' written on it",a sign on the side of a building,48.552,0.4057,a sign on the side of a building ,0.150550276,0.24342,0.531418979,,0.5486759543418884
1870.png,48.646,"a yellow wall with 'Hello, world.' written on it",a sign on a wall with graffiti on it,54.304,0.5891,a sign on a wall with ,-0.338367641,0.35345999999999994,0.54676497,,0.6007040143013
1871.png,47.344,"a yellow wall with 'Hello, world.' written on it",a graffiti covered wall with graffiti on it,45.689,0.5513,a graffiti covered wall with ,-1.647490978,0.33078,0.464513093,,0.4899177849292755
1872.png,44.612,a store front with 'Grassy Meadow' written on it,a store front with a sign on the front of it,58.817,0.5936,a store front ,0.567291737,0.35616,0.627193093,,0.5956138372421265
1873.png,53.755,a store front with 'Grassy Meadow' written on it,a store front with a sign for a doughnut shop,59.591,0.5905,a store front ,0.542168498,0.3543,0.632425427,,0.7199501395225525
1874.png,48.128,a store front with 'Grassy Meadow' written on it,a store front with a bunch of items on display,42.516,0.5938,a store front ,-0.53061527,0.47504,0.484033376,,0.5962391495704651
1875.png,51.507,a store front with 'Grassy Meadow' written on it,a store front with a sign on the front of it,56.733,0.5936,a store front ,1.229719162,0.35616,0.632096052,,0.6892063021659851
1876.png,40.04,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a street sign on a pole in front of a forest,42.091,0.3969,a street sign on a pole in front of a forest ,-2.100326777,0.23813999999999996,0.465740144,,0.5226283669471741
1877.png,53.989,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign on a pole with mountains,57.0,0.4593,a sign ,1.02961123,0.27558,0.614545584,,0.6591681241989136
1878.png,54.636,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign that is on top of a rock,60.749,0.5279,a sign that is on top of ,0.766810656,0.31674,0.626332521,,0.4677456617355346
1879.png,55.869,"A green sign that says ""Very Deep Learning"" and is at the edge of the Grand Canyon.",a sign that is on top of a metal pole,63.207,0.5279,a sign that is on top of ,1.105628014,0.31674,0.697769821,,0.596537172794342
1880.png,40.844,Four cats surrounding a dog,a cat and a dog sitting next to each other,49.22,0.616,a cat and a dog ,0.846826494,0.3696,0.509992123,,0.5742883086204529
1881.png,40.869,Four cats surrounding a dog,two cats sitting next to each other on a floor,45.202,0.6334,two cats ,-0.329444408,0.38004,0.457409292,,0.5491276383399963
1882.png,46.508,Four cats surrounding a dog,a collage of photos of cats and dogs,48.455,0.5414,a collage of photos of cats and dogs ,-1.098552227,0.32483999999999996,0.436660945,,0.4836008846759796
1883.png,44.207,Four cats surrounding a dog,a pair of cats standing next to each other on a grassy field,55.502,0.6286,a pair of cats ,-0.435587227,0.37716,0.55829221,,0.691798746585846
1884.png,53.595,three children on a couch,three young boys sitting on a couch,50.546,0.6615,three young boys sitting on a couch ,1.196054459,0.3969,0.611006379,,0.6193293333053589
1885.png,46.739,three children on a couch,two children sitting on a couch playing video games,37.498,0.667,two children sitting on a couch ,0.246579915,0.4002,0.388585299,,0.3939900994300842
1886.png,52.636,three children on a couch,three young girls sitting on a couch,50.946,0.6651,three young girls sitting on a couch ,1.029919624,0.39906,0.612975061,,0.6377325654029846
1887.png,39.103,three children on a couch,two young children sitting on a couch,42.284,0.5676,two young children sitting on a couch ,0.009756347,0.34056,0.568533897,,0.3733088076114654
1888.png,56.726,two motorcycles facing each other,motorcycles are parked on the side of the road,64.273,0.6753,motorcycles are ,0.848163307,0.40518,0.654987931,,0.596659243106842
1889.png,44.961,two motorcycles facing each other,a red motorcycle parked next to a wall,58.078,0.5225,a red motorcycle ,0.885102332,0.31349999999999995,0.648738265,,0.6116900444030762
1890.png,39.645,two motorcycles facing each other,a motorcycle is parked in a garage,38.679,0.5829,a motorcycle is ,-0.829591393,0.34974,0.518189847,,0.6658506989479065
1891.png,60.558,two motorcycles facing each other,motorcycles parked in front of a building,61.629,0.6566,motorcycles parked in front of a ,0.714215577,0.39396,0.637871146,,0.63981693983078
1892.png,65.207,two red balls on a table,a red and white striped red and white striped red and white striped red and,64.228,0.4583,a red and ,1.71582365,0.27498,0.661097169,,0.6160470843315125
1893.png,41.424,two red balls on a table,a pair of scissors sitting on top of a table,43.519,0.3452,a pair of scissors sitting on top of a table ,-0.825201988,0.20712,0.416687578,,0.4475250542163849
1894.png,42.528,two red balls on a table,a red table topped with a red and blue table cloth,59.887,0.6338,a red table ,0.932843864,0.44366,0.599176884,,0.6128901839256287
1895.png,72.393,two red balls on a table,a red and white striped red and white striped red and white striped red and,65.875,0.4583,a red and ,1.550376892,0.27498,0.647726834,,0.5566016435623169
1896.png,48.26,ten red apples,a red apple and a green apple on a table,65.494,0.7233,a red apple ,0.64009136,0.50631,0.643796742,,0.6586529016494751
1897.png,57.18,ten red apples,a pile of red apples sitting on top of each other,70.487,0.7224,a pile of red apples ,-0.08653222,0.43344,0.669638455,,0.6877970099449158
1898.png,54.55,ten red apples,two red apples sitting next to each other,58.047,0.7295,two red apples ,0.496444672,0.5836,0.57015574,,0.5403663516044617
1899.png,49.197,ten red apples,a red apple sitting on top of a pile of red apples,46.738,0.6884,a red apple ,-1.33585,0.41304,0.496189535,,0.5549787878990173
1900.png,63.656,three green peppers,a pile of green and yellow onions sitting on top of each other,60.726,0.4143,a pile of green and ,0.371909708,0.24858,0.6072855,,0.7616350054740906
1901.png,45.337,three green peppers,a pile of green and yellow vegetables on a table,51.811,0.4292,a pile of green and yellow vegetables ,0.252986878,0.25752,0.61435163,,0.7059730291366577
1902.png,47.112,three green peppers,a basket filled with lots of different types of vegetables,46.482,0.1189,a basket filled with lots of different types of vegetables ,-1.504320145,0.07134,0.432638764,,0.7362208962440491
1903.png,50.961,three green peppers,a pile of green and white beans on a paper towel,58.152,0.4282,a pile of green and ,0.141768411,0.25692,0.611608267,,0.7170531153678894
1904.png,60.104,three small yellow boxes,a row of yellow trash cans sitting next to each other,62.445,0.4695,a row of yellow ,1.843782187,0.28169999999999995,0.603578746,,0.7359445691108704
1905.png,49.306,three small yellow boxes,a row of yellow fire hydrants sitting on a cement floor,49.394,0.4397,a row of yellow ,-0.480096042,0.26382,0.503637195,,0.6833233833312988
1906.png,57.879,three small yellow boxes,a yellow table with two yellow objects next to each other,57.261,0.4791,a yellow table with two yellow objects next to each ,0.148223177,0.28746,0.6260342,,0.6894902586936951
1907.png,46.405,three small yellow boxes,a row of yellow trash cans sitting next to each other,55.0,0.4695,a row of yellow ,1.167983174,0.28169999999999995,0.601009488,,0.6143748760223389
1908.png,42.082,two pianos next to each other,a living room with a piano and a bench,42.388,0.5828,a living room with a piano and a ,0.451090693,0.34968,0.433498114,,0.5978942513465881
1909.png,64.42,two pianos next to each other,a piano is sitting on a table in front of a painting,63.527,0.6475,a piano is ,1.422292113,0.45324999999999993,0.617530644,,0.5892114043235779
1910.png,61.485,two pianos next to each other,a row of piano keys sitting on top of a piano,54.302,0.5825,a row of piano ,0.864620805,0.3495,0.596683681,,0.6190546154975891
1911.png,55.729,two pianos next to each other,a person sitting on a bench in front of a brick wall,54.497,0.1234,a person sitting on a bench in front of a ,1.503505111,0.07404,0.581375539,,0.5899345278739929
1912.png,41.006,a tennis court with three yellow cones on it,a tennis court with a tennis racquet on it,61.56,0.7427,a tennis court with ,-1.269659281,0.44562,0.643153191,,0.6791516542434692
1913.png,42.905,a tennis court with three yellow cones on it,a tennis court with two tennis racquets on it,49.957,0.731,a tennis court with ,1.631048918,0.4386,0.566215396,,0.6401684880256653
1914.png,41.797,a tennis court with three yellow cones on it,a yellow fire hydrant sitting on top of a cement surface,52.656,0.401,a yellow ,0.976370037,0.2406,0.58157903,,0.7046520113945007
1915.png,44.204,a tennis court with three yellow cones on it,a tennis court with a tennis racket on it,48.493,0.7427,a tennis court with ,0.407086402,0.44562,0.539523721,,0.5462411046028137
1916.png,49.912,Times Square with thousands of dogs running around,a dog and a man on a city street,53.019,0.3399,a dog and ,0.84915936,0.20393999999999998,0.548385084,,0.4604016840457916
1917.png,44.802,Times Square with thousands of dogs running around,a large group of dogs walking down a street,55.266,0.519,a large group of dogs ,0.775491118,0.3114,0.588705778,,0.4229216873645782
1918.png,51.559,Times Square with thousands of dogs running around,a crowd of people walking down a street,45.43,0.2598,a crowd of ,0.783217907,0.15588,0.427802682,,0.4292227327823639
1919.png,52.056,Times Square with thousands of dogs running around,a herd of dogs running across a city street,44.109,0.6121,a herd of dogs running ,1.319314599,0.48968,0.524300992,,0.4361011087894439
1920.png,50.184,view of a giraffe and a zebra in the middle of a field,a giraffe and a zebra standing in a field,61.817,0.8554,a giraffe and a zebra standing in a field ,1.056210876,0.59878,0.636224747,,0.7179953455924988
1921.png,40.661,view of a giraffe and a zebra in the middle of a field,a zebra standing on top of a dry grass field,38.915,0.6335,a zebra ,-1.309925079,0.38009999999999994,0.469841987,,0.5429179668426514
1922.png,42.952,view of a giraffe and a zebra in the middle of a field,a giraffe standing next to a tree in a field,56.291,0.697,a giraffe ,-0.103168719,0.41819999999999996,0.611874402,,0.6940322518348694
1923.png,48.494,view of a giraffe and a zebra in the middle of a field,a giraffe standing next to a zebra in a field,53.899,0.8148,a giraffe standing next to a zebra in a field ,-0.280471653,0.48888,0.58119446,,0.6326756477355957
1924.png,42.703,two people facing each other,two women walking down a path in the snow,48.508,0.3174,two women ,-0.429909348,0.19044,0.566325784,,0.566048800945282
1925.png,30.045,two people facing each other,a crowd of people standing around a large group of elephants,35.57,0.3417,a crowd of people standing around a ,-2.215556145,0.20502,0.3821024,,0.6337699294090271
1926.png,61.823,two people facing each other,a woman walking down the street with an umbrella,58.384,0.158,a woman ,-1.432290316,0.0948,0.58041811,,0.4554098546504974
1927.png,49.712,two people facing each other,two people standing on top of a snow covered slope,55.152,0.7159,two people ,-0.235541761,0.57272,0.549655557,,0.386661022901535
1928.png,60.04,an overhead view of a pickup truck with boxes in its flatbed,a truck that is sitting on the side of a road,60.633,0.6004,a truck that is sitting ,1.627494931,0.36024,0.645909071,,0.6198549270629883
1929.png,51.664,an overhead view of a pickup truck with boxes in its flatbed,a delivery truck with a load of boxes on top of it,54.994,0.7159,a delivery truck with a load of boxes on top of it ,1.262555838,0.42954,0.60659802,,0.6830887794494629
1930.png,61.043,an overhead view of a pickup truck with boxes in its flatbed,a delivery truck with a trailer attached to it,60.623,0.5739,a delivery truck ,1.496061444,0.34434,0.629521668,,0.6769861578941345
1931.png,38.059,an overhead view of a pickup truck with boxes in its flatbed,a large amount of luggage sitting on top of a conveyor belt,41.161,0.3295,a large amount of luggage sitting on top of a conveyor ,-1.389375329,0.19770000000000001,0.435324788,,0.6737602949142456
1932.png,56.541,view of a clock tower from above,a clock tower in the middle of a city,58.501,0.7852,a clock tower in the middle of ,1.600237489,0.47112,0.648263574,,0.6937271952629089
1933.png,65.76,view of a clock tower from above,a clock tower in the middle of a city,62.196,0.7852,a clock tower in the middle of ,1.71167469,0.47112,0.667331338,,0.7531105875968933
1934.png,69.33,view of a clock tower from above,a large clock tower towering over a city,63.323,0.7632,a large clock tower towering over ,1.668709636,0.45792,0.664881945,,0.634864866733551
